Source ID *,Question ID *,Question type *,Question *,Option A,Option B,Option C,Option D,Option E,Options F...,Correct Answer *,Correct Answer 2,Correct Answer 3,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6+
Exercise_5_-_Addition_and_subtraction_of_fractions,dbf256e24678406386e88522f5263096,single_selection,"Select the right option. 

If P = {a,b,c,d,e} and A = {a,b,c} then A is",Universal set of P,Subset of P,Superset of P,Null set of P,,,Subset of P,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,80e3dfb25ffa4667b117e7aa27771a31,single_selection,"1\. M={1,2,3,8,10} and N={8,1, x,3,2}. 

If M=N, what is the value of x",2,3,8,10,,,10,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,9d94c52ec9c94b1bbe500817579eadd1,single_selection,"Select the correct options 

Identify the odd element in the Set p= {January, February, June, July}",January,February,June,June,,,February,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,8bc106f4821145e0943e7704a4621bf5,single_selection,"To subtract fractions with different denominators, change to equivalent fractions and then subtract the numerators keeping the denominators the same.",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,b2c0724a55ab479589a418cb2f82d5fc,single_selection,"To add fractions with different denominators, add the numerators and then the denominators.",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,9f3fe6f3b0aa4512981c5a2df916adb9,single_selection,$$\frac{2}{10}+\frac{8}{10}=1$$,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,0199cdc977d8404a91abecda1b0ab3d3,single_selection,$$\frac{1}{3}-\frac{1}{2}+\frac{2}{5}$$,$$\frac{17}{30}$$,$$\frac{13}{30}$$,$$\frac{7}{30}$$,$$\frac{14}{30}$$,,,$$\frac{7}{30}$$,,,,,,,,
Exercise_5_-_Sources_of_energy,8209ca9407c64ff0ba3d7c5a08c2fea9,single_selection,Gaseous exchange between air and blood in the lungs takes place in the,Alveoli,Bronchi,Bronchioles,Larynx,,,Alveoli,,,,,,,,
Exercise_5_-_Sources_of_energy,b8900a45a5a649c28f7df9f4fae75a6b,single_selection,The function of the lung is to,A. Maintain a constant amount of water in the body,Absorb oxygen from the blood,Absorb carbon dioxide from the blood,A. Maintain the temperature of the body constant,,,Absorb carbon dioxide from the blood,,,,,,,,
Exercise_5_-_Sources_of_energy,496e0b60306242ea939ba48b35f1cd55,single_selection,The waste products of respiration are,Glucose and oxygen,Carbon dioxide and water,Carbon dioxide and heat,Oxygen and water,,,Carbon dioxide and water,,,,,,,,
Exercise_5_-_Sources_of_energy,8e10c413a7a047e8ba14936fb6c78cfd,single_selection,The process which takes place in all living cells is,Digestion,Fertilization,Respiration,Photosynthesis,,,Respiration,,,,,,,,
Exercise_5_-_Sources_of_energy,1000fa97136244b799782e0651db3afc,single_selection,Which of the following is not an example of matter?,Hydrogen,Light,Charcoal,Water,,,Hydrogen,,,,,,,,
Exercise_5_-_Sources_of_energy,120139c5393d4dea88277f1a0be922e9,single_selection,Exchange of gases takes place in the respiratory system through the,Bronchi,Lungs,Nostrils,Trachea,,,Lungs,,,,,,,,
Exercise_5_-_Sources_of_energy,be54cbe1317042179b6824fcf2854683,single_selection,Which of the following properties is true about all matter? Matter has __________,Volume and fixed space,Mass and volume,Mass and indefinite volume,Density and fixed mass,,,Mass and volume,,,,,,,,
Exercise_5_-_Sources_of_energy,d7422360b76645b58e447552b7c438e8,single_selection,The gas produced when glucose is oxidized during internal respiration is,Carbon (II) Oxide,Carbon (IV) Oxide,Nitrogen,Hydrogen,,,Carbon (IV) Oxide,,,,,,,,
Exercise_5_-_Sources_of_energy,d4353cbbff2642f58d4122b7701d0266,single_selection,The ability of a soil to draw up water from below is known as,Capillarity,Drainage,Porosity,Retention,,,Capillarity,,,,,,,,
Exercise_5_-_Sources_of_energy,ebd221a9e2bf48d08d44071bddbe962d,single_selection,Chlorine gas is an example of ___________.,An atom,An element,A compound,A molecule,,,A molecule,,,,,,,,
Exercise_5_-_Sources_of_energy,93ce521b13214b9d8a678483ae333065,single_selection,"Which of the following life processes is represented by the equation 

C6H12O6 + O2 6CO2 + 6H2O + Energy",Digestion,Excretion,Photosynthesis,Respiration,,,Respiration,,,,,,,,
Exercise_5_-_Sources_of_energy,110dc62beb7b44acac57887cb596bec7,single_selection,Which of the following determines the capillarity of the soil?,Soil consistency,Soil texture,Soil profile,Soil structure,,,Soil structure,,,,,,,,
Exercise_5_-_Sources_of_energy,a370df0413224a56a67ae167c1f79d7f,single_selection,Which of the following substances is made up of only one kind of atom?,Ion,Steel,Salt,Water,,,Ion,,,,,,,,
Exercise_5_-_Sources_of_energy,ad417d2b30fe4c299a8994225e8cb25b,single_selection,External respiration in living organism is known as __________,Aerobic respiration,Anaerobic respiration,Gaseous respiration,Tissue respiration,,,Gaseous respiration,,,,,,,,
Exercise_5_-_Sources_of_energy,0c4106c48df0413481969460cc7b1176,single_selection,Ionizing radiation can cause cancer. Uranium can produce ionizing radiation. What hazard is associated with it?,Corrosive,Radioactive,Oxidant,Flammable,,,Radioactive,,,,,,,,
Exercise_5_-_Sources_of_energy,639337a73d3040cfb433d53b27a22ef2,single_selection,The shape and arrangement of particles within a soil determines its ___________,Coarseness,Texture,Structure,Profile,,,Structure,,,,,,,,
Exercise_5_-_Sources_of_energy,74fab902b28341d5b98267be7a17c501,single_selection,The basic unit of matter is _________,Atom,Compound,Element,Ion,,,Atom,,,,,,,,
Exercise_5_-_Sources_of_energy,bfb131f4872a42fabd2d3831de572f77,single_selection,"In exhalation, volume of thorax increases",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Sources_of_energy,e410643b979c4edd87944ddd387e5a3b,single_selection,Which of the following substances is hazardous?,**CO**,CO2,H2,a) H2O,,,**CO**,,,,,,,,
Exercise_5_-_Sources_of_energy,3d87db9ebbed40999b618a6960411145,single_selection,What is/are the major difference between a clay soil and sandy soil?,Colour,Humus,Mineral content,Texture,,,Texture,,,,,,,,
Exercise_5_-_Sources_of_energy,30c21e2f78734a4cad4048102a2f320f,single_selection,"When a substance changes state, the temperature remains constant, though heat is added",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Sources_of_energy,18d8b8e782664af2b3ba52c3fbda1c4f,single_selection,In inhalation air is drawn into the lungs,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Sources_of_energy,f2d1133ee99b49848675bb23864284e4,single_selection,Concentrated sulphuric acid is used as a drying agent. What hazard is associated with it?,Corrosive,Flammable,Oxidant,Toxic,,,Corrosive,,,,,,,,
Exercise_5_-_Sources_of_energy,75e104ea1783485dbaca1d0401f90b66,single_selection,Which of the following statements explain why sandy soil is poor for cultivation?,It has large particle size,It lacks nutrients,It has poor aeration,It has poor drainage,,,It lacks nutrients,,,,,,,,
Exercise_5_-_Sources_of_energy,a600851369e74864a91ebb4e24886e49,single_selection,Iodine crystal can change state from solid directly to gas,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Sources_of_energy,6875aae135a947ef8512ba7204efcf6c,single_selection,"In exhalation, diaphragm contract and flattens",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Sources_of_energy,a2e85a9595df41b6a75dc4f292f42117,single_selection,Carbon monoxide combines with hemoglobin and prevents it from carrying oxygen to the cell. What hazard is associated with carbon monoxide?,Corrosive,Flammable,Oxidant,Toxic,,,Toxic,,,,,,,,
Exercise_5_-_Sources_of_energy,49daca1454f04d3ebba7f02bb7b34a70,single_selection,1\. The particles size of soil determines many important properties. Which of the following defines the relative proportion of different sized particles of the soil?,Soil consistency,Soil profile,Soil structure,Soil texture,,,Soil texture,,,,,,,,
Exercise_5_-_Sources_of_energy,f71800795b5442c680134c51405a5cac,single_selection,"When substance changes state from liquid to solid, energy is released",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Sources_of_energy,d8c83570816747f0b5230771c0456109,single_selection,"In inhalation, intercostal muscles",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Sources_of_energy,4980c68249104f4b8c5605eec77975a9,single_selection,Which of the following description of a hazard symbol represents a corrosive substance?,Chemical pouring on a hand and a metal surface,Cross with an i by it,Fire on a zero,Skull on a crossed bones,,,Chemical pouring on a hand and a metal surface,,,,,,,,
Exercise_5_-_Sources_of_energy,39252f5599574e1091598d6951339580,single_selection,Which of the following soil types is sticky when wet and very hard when dry?,Clay,Loamy,Sandy,Silt,,,Clay,,,,,,,,
Exercise_5_-_Sources_of_energy,fbb4a5120c77470d9814f54ad5767576,single_selection,When a substance changes state from liquid to gas energy is given off,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Sources_of_energy,cc414cf92c304b79a4908318cd74477c,single_selection,Internal respiration requires oxygen to occur,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Sources_of_energy,dcd791fbb12b4a6dafa37383fa72eac7,single_selection,Which of the following description of a hazard symbol represent a toxic substance?,Chemical pouring on a hand and a metal surface,Cross with an i by it,Fire on a zero,Skull on crossed bones,,,Chemical pouring on a hand and a metal surface,,,,,,,,
Exercise_5_-_Sources_of_energy,32f8df4b40e4454185591e10731cc9a2,single_selection,Which of the following soil types can easily be eroded?,Clay,loamy,Sandy,Silt,,,Sandy,,,,,,,,
Exercise_5_-_Sources_of_energy,636df1bbab7946cbad0b8c2a43586aaa,single_selection,Condensation makes the particles of the substances smaller,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Sources_of_energy,0f64d5738e004c9083f13d6af6a8ace2,single_selection,Respiration converts organic food substance into ………………….substances.,Energy,Oxygen,Alveolus,Inorganic chemicals,,,Inorganic chemicals,,,,,,,,
Exercise_5_-_Sources_of_energy,381013bd3f5e47bfafa70117f5349e28,single_selection,A ……………………………. material can cause visible destruction on contact with skin.,Oxygen,Toxic,Radioactive,Corrosive,,,Corrosive,,,,,,,,
Exercise_5_-_Sources_of_energy,606a023bc2a543839ba188ac7edd4a93,single_selection,………………………… soil has the lowest mineral ions holding capacity.,Clay,Sandy,Texture,Weathering,,,Sandy,,,,,,,,
Exercise_5_-_Sources_of_energy,32f46f77b87b483f922fc3cc80a7d3cd,multiple_selection,When a substance changes from ……………………. state to ………………… state at constant temperature it is termed as melting.,Solid,Compound,Liquid,Mass,,,Solid,Liquid,,,,,,,
Exercise_5_-_Sources_of_energy,03e8e42e79ba4475840a05e1622ceab7,single_selection,Gas exchange occurs in tubes and organs called………….,Inorganic chemicals,Alveolus,Blood capillaries,Respiratory system,,,Respiratory system,,,,,,,,
Exercise_5_-_Sources_of_energy,68b52c097724486aae525ef6fa7d30eb,single_selection,A …………………………….. material gives off ionizing radiation.,Oxygen,Fire,Radioactive,Corrosive,,,Radioactive,,,,,,,,
Exercise_5_-_Sources_of_energy,ab53a60ee79c4d3b8d07414e52e2e3cf,single_selection,………………………… soil has the highest water holding capacity.,Clay,Texture,Sandy,Weathering,,,Sandy,,,,,,,,
Exercise_5_-_Sources_of_energy,b736a131aa8341bc9fa76286c4446750,single_selection,1\. A positively charged ion is called ……………….,Ion,Cation,Liquid,Compound,,,Cation,,,,,,,,
Exercise_5_-_Sources_of_energy,df85b606a7fc4258889cf12e1c83b2b9,single_selection,Alveolus is surrounded by a network of…………………….,Blood capillaries,Energy,Respiratory system,inorganic chemicals,,,Blood capillaries,,,,,,,,
Exercise_5_-_Sources_of_energy,4051d4e395b2441d81df83c081180de3,single_selection,A ………………………….. substance can cause harm to living system when injected or inhaled.,Toxic,Oxygen,Fire,Radioactive,,,Toxic,,,,,,,,
Exercise_5_-_Sources_of_energy,c5699f7bad5f47a58deacbed0ad79bdc,multiple_selection,"Soil can be classified into three (3) main types namely: ……………………., Loamy and ………………….",Clay,Texture,Sandy,Weathering,,,Clay,Sandy,,,,,,,
Exercise_5_-_Sources_of_energy,544bdc66e0ba491a9de17c8c92da38e0,multiple_selection,……………………… and ……………………….. are called pure chemical substances.,Compound,Solid,Element,Liquid,,,Compound,Element,,,,,,,
Exercise_5_-_Sources_of_energy,d922bb839c604483bc30bead69158819,multiple_selection,The breathing system is made up of ……………. and ……………..,Inhalation,Respiratory System,Exhalation,Energy,,,Inhalation,Exhalation,,,,,,,
Exercise_5_-_Sources_of_energy,a86185751a9e4d379661bc05f0a94d99,single_selection,Oxidant give off …………………………….. to cause burning.,Toxic,Oxygen,Fire,Radioactive,,,Oxygen,,,,,,,,
Exercise_5_-_Sources_of_energy,2377324731ca4d97a3b186a191160d6f,single_selection,Soil ………………………….. depends on the relative proportion of different particles of size in the soil.,Texture,Weathering,Sandy,Clay,,,Texture,,,,,,,,
Exercise_5_-_Sources_of_energy,b7e713374db74015a893afb1c24293a2,multiple_selection,"The particles that make up matter can be …………………, …………………….. and …………….",Atom,Solid,Molecule,Ion,,,Atom,Molecule,Ion,,,,,,
Exercise_5_-_Sources_of_energy,9f8bb68a1c7a4bee9a6191df31b3df4b,multiple_selection,"Select the right options 

Respiration release …………….. from …………….. in living cells.",Blood capillaries,Glucose,Inhalation,Energy,,,Glucose,Energy,,,,,,,
Exercise_5_-_Sources_of_energy,bbf6744b145d4ce9b3c818d40e4502cb,single_selection,"Select the right options.

Flammable substance easily catch ……………………",Toxic,Oxygen,Fire,Radioactive,,,Fire,,,,,,,,
Exercise_5_-_Sources_of_energy,938e35a45d6848bc82a3bf861ed98c8c,single_selection,"Fill in the blank spaces. 

Soil is formed from rocks through a process called …………………",**Texture**,**Weathering**,**Sandy**,**Clay**,,,**Weathering**,,,,,,,,
Exercise_5_-_Sources_of_energy,d0638bc9b78b47ec99d0f8b03ed8940f,multiple_selection,"Select the right options 

Matter has …………………….. and ……………….",Mass,Cation,Compound,Volume,,,Mass,Volume,,,,,,,
Exercise_5_-_Sources_of_energy,b828afae0719439bbce1a0aa24eac663,single_selection,The type of energy produced when the hands are vigorously rubbed against each other are,Chemical and electrical energy,Heat and sound energy,Heat and light energy,Electrical energy,,,Heat and sound energy,,,,,,,,
Exercise_5_-_Sources_of_energy,e528f3994b224922b9240cd0fb629de8,single_selection,Electricity is used by appliances to do work. This means that electricity is a form of,Energy,Force,Generator,Machine,,,Energy,,,,,,,,
Exercise_5_-_Sources_of_energy,dd87c5311af240ef893c1782036d1878,single_selection,The type of energy obtained when electric bulb is connected to a battery is,Chemical energy,Electrical energy,Light energy,Magnetic energy,,,Chemical energy,,,,,,,,
Exercise_5_-_Sources_of_energy,1e236b2c39844899badd1ae4e25a8149,single_selection,A solar cell produces energy from,Electromagnets,Heat,Light,Sound,,,Light,,,,,,,,
Exercise_5_-_Sources_of_energy,a0beccaefe08491dab1ab453ea791373,single_selection,Which of the following examples is a sourced of energy?,Electricity,Heat,Light,Wood,,,Wood,,,,,,,,
Exercise_5_-_Sources_of_energy,6c8895da4d3241ebaee142c97bf95216,single_selection,Heat energy and light energy are produced from the,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Sources_of_energy,049456b4f3f24d90a2df516038f55d9e,single_selection,Chemical energy is stored in food and fuels,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Sources_of_energy,b2401ad1ad1f4fb894352381aad07eac,single_selection,Energy is measured in joule.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Sources_of_energy,154ec599c6ee44aa85653d6bf88bc3c4,single_selection,Heat energy flows from a place of lower temperature to a place of higher temperature.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Sources_of_energy,cbe6d737a0f14e9b9055752212f16763,single_selection,"When the nucleus of a heavy atom is split, …………………. energy is released.",Nuclear,Low,Sound,Potential,,,Nuclear,,,,,,,,
Exercise_5_-_Sources_of_energy,746f5dfd2e414b93ae30de5b50c5319f,single_selection,The energy possessed by a vibrating body is ……………….. energy.,High,Low,Sound,Nuclear,,,Sound,,,,,,,,
Exercise_5_-_Sources_of_energy,ad485a34ee7a4d6097ad6cb6f51a8ff0,multiple_selection,A form of energy that flows from a body of ………….. temperature to a body of ………….. temperature is heat energy.,Sound,High,Low,Nuclear,,,High,Low,,,,,,,
Exercise_5_-_Sources_of_energy,990eb8d7818d42fdbda19f47e92a3329,single_selection,Energy possessed by a body in motion is …………………… energy.,Kinetic,Sound,Potential,Nuclear,,,Kinetic,,,,,,,,
Exercise_5_-_Sources_of_energy,e88b202149b24725bf4936c67c782ee0,single_selection,A body held at a position above the ground possessed ……………. energy.,Kinetic,Sound,Potential,Nuclear,,,Potential,,,,,,,,
Exercise_5_-_Statistics,c52a62cd2b314add8d85fd78ec2af26a,single_selection,"If the area of the circle given the radius is a, then its area given the diameter is 2a",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,834a8282ccf24e23b9bb0141e43821c8,single_selection,All Cubes are Cuboid.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,0553cc639092487f8ffc3f0f837d6eb8,single_selection,"If the total Surface area of two Cuboids are the same, then their height are same.",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,95e74c1ab3ba41dbbdc321a6ea9c14dd,single_selection,Twice the radius equals to the diameter,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,8bd1b05824bd44b89dd2cfac86501354,single_selection,The volume of a cube of side P cm is $$3pcm^3$$ .,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,fa6333fbb6ce47c4a9cc4fa7d19e5476,single_selection,"If the area of the flat circular face of a cylinder is $$xm^2$$ and its curved Surface area is $$ym^2$$ , then its total surface area when closed is $$\left(2xy\right)m^2$$",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,7e6d0d7df0e0460f95240802cf70be65,single_selection,Twice the diameter equal to the radius,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,eff13b1159434c31b54bda7b9df9eec0,single_selection,"Given that the base radius of a cylinder is 7m and height 2m, then the Volume is $$98\pi m^3$$ .",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,378764ce1a784cc596690a5b13303449,single_selection,"The total Surface area of a rectangular pipe of length 15cm, width 5cm and 10cm long is 275 $$cm^2.$$",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,3951c3d8efbe47b2974c5f438346b00c,single_selection,Half the radius equals to the diameter,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,a37cbbdb05604d1a8e18127bd5a304a2,single_selection,The formula for the Volume of a rectangular prism is “ V= lwh”.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,b5706901ff404b5da67aeacaf9e56b64,single_selection,"Given that the length of one of the edges of a cube is tm, then it total surface area $$6\left(t^2\right)m^2$$ .",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,fc8adb38c79b4cdf86e7c93820526ebc,single_selection,Half the diameter equals to the radius,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,6e36906c26244d8dab4c7a5644fad257,single_selection,Square meter is a unit of volume.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,f4a84657593c47d392504ed0e1a3c0e0,single_selection,The total Surface area of a Cylinder opened at both sides is r (r+2h),TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,a0eb339b82c14d31a485063d7f3f1777,single_selection,"Find the area of the shape.

 ![](exerciseimages/f6e76ab21cc3e0bc33299774d0c92c84.png)",$$\frac{198}{7}m^2$$,$$\frac{199}{7}m^2$$,132 $$m^2$$,$$198m^2$$,,,$$\frac{198}{7}m^2$$,,,,,,,,
Exercise_5_-_Statistics,06ce21bc8be440a6b6a5771b2ec0fede,single_selection,"The cross-sectioned area of a prism is $$12cm^2.$$ If the Volume of the prism is $$72cm^3,$$ find it height.",5cm,6cm,7cm,8cm,,,6cm,,,,,,,,
Exercise_5_-_Statistics,7d8441bc5a6549be9b9c087f79d2b542,single_selection,What is the total Surface area of a Square of side 3cm.,$$18cm^2$$,$$54cm^2$$,$$108cm^2$$,$$154cm^2$$,,,$$54cm^2$$,,,,,,,,
Exercise_5_-_Statistics,8544e1af3f4849c7a42ebea149909457,single_selection,"Given that the base and height of a triangle are Xm and Ym respectively, then its area is $$\left(\frac{xy}{2}\right)m^2.$$",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,33ad8f395e3445089db2832baa97ae55,single_selection,The volume of water in a rectangular tank is $$30cm^3$$ . The length of the tank is 5cm and its width is 2cm. Calculate the depth of water in the tank.,3cm,4cm,5cm,6cm,,,3cm,,,,,,,,
Exercise_5_-_Statistics,6b31619830084d8e8d988cbb70165bad,single_selection,"A rectangular box has length 20cm, width 6cm and height 4cm. Find the total Surface area of the box.",$$30cm^2$$,$$44cm^2$$,$$224cm^2$$,$$480cm^2$$,,,$$224cm^2$$,,,,,,,,
Exercise_5_-_Statistics,c2809bae09104635ae7162f2d57fc222,single_selection,Length and width are required when finding area of a rectangle just as base area and height are required when finding area of a triangle .,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,aa5c692e419c44f398a346fcd41d3689,single_selection,The area of a circle is $$616m^2$$ . A line is drawn from the center to the circumference. What is the length of the line?,3.5m,7m,14m,21m,,,14m,,,,,,,,
Exercise_5_-_Statistics,78d63475b088411492a2f7e2ea8c9fd2,single_selection,"The volume of a cube is $$8cm^3$$ , find the length of one of its sides.",1cm,2cm,3cm,4cm,,,2cm,,,,,,,,
Exercise_5_-_Statistics,0f371a7bd018482f974481fa5e7982e8,single_selection,The Curved Surface area of a cylindrical tin is 88m2\. Calculate the height when the radius is 7m. [π= $$\frac{22}{7}$$ ],2m,4m,6m,8m,,,2m,,,,,,,,
Exercise_5_-_Statistics,37a52f5c7f44468cb7cd1ae09bbca20c,single_selection,The base and height of an isosceles right triangle are the same.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,ce891f3c11ac44db9d6e7dba719a7025,single_selection,Find the area of a circle whose diameter is 4cm. [π= $$\frac{22}{7}$$ ],$$12cm^2$$,$$12.57cm^2$$,$$50.29cm^2$$,$$50cm^2$$,,,$$12.57cm^2$$,,,,,,,,
Exercise_5_-_Statistics,49649234f00c463c9a69f6484ee508f7,single_selection,A rectangular water tank of base 70cm by 50cm is filled with water to a depth of 15cm. Find the Volume of water in the tank.,$$5250cm^3$$,$$5520cm^3$$,$$52500cm^3$$,$$55200cm^3$$,,,$$52500cm^3$$,,,,,,,,
Exercise_5_-_Statistics,d1f668cd9260493cb0bcb9bd9cc23217,single_selection,"A Cylindrical Container closed at both ends has radius 7cm and height 5cm. 
Find the total Surface area",$$36\pi cm^2$$,$$140\pi cm^2$$,$$168\pi cm^2$$,$$490\pi cm^2$$,,,$$168\pi cm^2$$,,,,,,,,
Exercise_5_-_Statistics,c734f1e1ad364eed8def4fa6274aa46c,single_selection,The product of half the base of a triangle and its height is equals the area of the triangle.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Statistics,c470282464724d6ca5805afcee8bab98,single_selection,The area of a circle is $$154cm^2$$ . Find its diameter,3.5m,7m,14m,21m,,,14m,,,,,,,,
Exercise_5_-_Statistics,e7c16f4d21be48e99aa88f9ebcadbff1,single_selection,"Find the Volume of a cylinder, given that the cross-sectioned area is $$20m^2$$ and height 4m.",$$24m^3$$,40 $$m^3$$,$$80m^3$$,$$240m^3$$,,,$$80m^3$$,,,,,,,,
Exercise_5_-_Statistics,250a5c7f3aa14109b543875d2a06ea5a,single_selection,Total Surface area of a Cuboid includes the areas of,3 faces,4 faces,5 faces,6 faces,,,5 faces,,,,,,,,
Exercise_5_-_Statistics,82f5523d26ca4924ba3b9781b0c1409f,single_selection,The base of an equivalent triangle is the same as its height.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Statistics,b5e500ab6671462b912cda1e7d87db06,single_selection,"A circle has radius 7cm, find its area. [π= $$\frac{22}{7}$$ ]",$$12cm^2$$,$$22cm^2$$,$$145cm^2$$,$$154cm^2$$,,,$$154cm^2$$,,,,,,,,
Exercise_5_-_Statistics,6a2767a0df27428b918f35d98759a40a,single_selection,Given that the base area of a prism is $$13cm^2$$ and the height is 6cm. Find the volume of the prism.,$$19cm^3$$,$$36cm^3$$,$$78cm^3$$,$$169cm^3$$,,,$$78cm^3$$,,,,,,,,
Exercise_5_-_Statistics,81ce1ffc49294669a1d3af67b59b519e,single_selection,Surface area of a cube having side 5cm is,$$25cm^2$$,$$30cm^2$$,$$125cm^2$$,$$150cm^2$$,,,$$150cm^2$$,,,,,,,,
Exercise_5_-_Statistics,369a0d034ef84cc2beec58fb15b5f0f0,single_selection,Find the area of the triangle below. ![](exerciseimages/76acb3287dc41565440c74160c476ef8.png),$$36cm^2$$,$$48cm^2$$,$$72cm^2$$,$$96cm^2$$,,,$$96cm^2$$,,,,,,,,
Exercise_5_-_Statistics,2721355107704260b013157d772686e3,single_selection,Which part of the formula for finding the area of a circle is a constant?,Radius,2r,2,πr,,,πr,,,,,,,,
Exercise_5_-_Statistics,84fac7934eb945db944bf657c304d313,single_selection,"How many cubes of sugar can be packed in a rectangular container, if 7 cubes are arranged along the length and 3 cubes along the width and there are 6 layers?",126,162,216,261,,,126,,,,,,,,
Exercise_5_-_Statistics,b016e4b109cd429f96204499efb6edde,single_selection,Total Surface area of a Cylinder opened at one end is,2πrh,$$2\pi r^2h$$,2πr(r+h),π(r+2h),,,π(r+2h),,,,,,,,
Exercise_5_-_Statistics,2950f773639d4c2eb80640aaef7dc809,single_selection,Find the area of a triangle whose base is 10cm and height 7cm.,$$17cm^2$$,35 $$cm^2$$,70 $$cm^2$$,105 $$cm^2$$,,,$$17cm^2$$,,,,,,,,
Exercise_5_-_Statistics,aeae3e8bca134e0ca8fddcb04ca7bf06,single_selection,What is the formula for finding the area of a circle?,2πr,$$\pi r^2$$,$$2\pi r^2$$,πr,,,$$\pi r^2$$,,,,,,,,
Exercise_5_-_Statistics,5204bc56fe0d42ee87228633135f3d58,single_selection,A cylinder is of height 3cm and radius 2cm. find its Volume.,6 $$cm^3$$,$$6\pi cm^3$$,$$12cm^3$$,$$12\pi cm^3$$,,,$$12\pi cm^3$$,,,,,,,,
Exercise_5_-_Statistics,61cd98bc022e4d879916a52bafa8a6bf,single_selection,How many groups of equal faces does a Cuboid have ?,3,4,5,6,,,3,,,,,,,,
Exercise_5_-_Statistics,193cbdbbe877494eb630d9c324c500f3,single_selection,"If two triangles are formed from a rectangle, what is the relationship between the area of the rectangle and that of one of the triangles.",half the area of the rectangle equals area of the triangle,half the area of the triangle equals area of the rectangle,thrice the area of the rectangle equals area of the triangle,thrice the area of the triangle equals area of the rectangle,,,half the area of the rectangle equals area of the triangle,,,,,,,,
Exercise_5_-_Statistics,f71aeced09c949caafc92443955c2a6f,single_selection,The amount of space inside the boundary of a plane shape is known as its,Perimeter,Volume,Area,Size,,,Area,,,,,,,,
Exercise_5_-_Statistics,3ed1e63d09f640b7929cb6c26938192a,single_selection,What is the Volume of a cube of sides 5cm?,$$5cm^3$$,$$15cm^3$$,$$25cm^3$$,$$125cm^3$$,,,$$125cm^3$$,,,,,,,,
Exercise_5_-_Statistics,2e5aeae0e3ea46429832b97954f5a6a8,single_selection,How many Faces has a closed Cylindrical Object?,1,2,3,4,,,3,,,,,,,,
